Region,Sq. Km
OBARO,19.2
TOWNSHIP,22.3
BULEMIA,7.2
MAGOYE,1.9
BULEMIA,3.5
BUBANGO,1.8
BUNYALA WEST,15.1
BUKANI,3.6
BUKOMA,6.2
SIGINGA,5.3
BUSIA,196
BUKHAYO WEST,104.3
BUKHAYO WEST,50.3
BUGENG'I,28.6
ESIKULU,21.7
BUSIBWABO,19
ALUNG'OLI,7
NAKHAKINA,4.6
SIKOMA,7.4
MUNDIKA,23
MUNDIKA,23
NASIRA,12
NASIRA,5.5
NYIBURA,6.5
TOWNSHIP,21.8
BUSIA TOWNSHIP,21.8
BULANDA,5
MABALE,3.4
MAYENJE,6
MJINI,7.3
MATAYOS,69.9
LUNG'A,7.8
LUNG'A,4.6
SIKHABWA,3.2
LWANYA,18.3
BUSENDE,7.7
IGERO,5.5
LULIBA,5
MURENDE,10.7
MADELE,4.1
MURENDE,2.4
NAMIKOYE,4.2
NANG'OMA,17.5
MUYAFWA,7.1
NANG'OMA,7.1
SYAMAKHANGA,3.4
NASEWA,15.6
BUYAMA,9.2
INDOLI,2.8
MABUNGE,3.5
BUTULA,247.1
BUTULA,247.1
BUJUMBA,38.1
BUJUMBA,13.4
BURINDA,8.8
IKONZO,7.8
NAMWITSULA,8.1
BUMALA,15.4
BUKHAKHALA,7.1
BUMALA'A',4.6
BUSIRE,3.7
ELUGULU,42.5
BULEMIA,6.9
BULWANI,7.6
BWALIRO,11.2
EMUKHWESO,8
NAMUSALA,8.7
ELUKHARI,25.5
BUKATI,11.5
KANJALA,6.2
SIKARIRA,7.8
MARACHI CENTRAL,58.3
BUKHALALIRE,15
ESIKOMA,23.8
KINGANDOLE,19.5
MARACHI EAST,67.3
BUMALA 'B',16.3
ELUKONGO,27.1
TINGOLO,23.9
NAMBALE,238.1
NAMBALE,238.1
BUKHAYO CENTRAL,47.5
LWANYANGE,10.3
MALANGA,18.6
SIDENDE,18.6
BUKHAYO EAST,58.9
BUYOFU,11.7
MADIBO,13.9
MUNGATSI,18.3
SIKINGA,15
BUKHAYO NORTH,26.8
KAPINA,13.3
LUPIDA,13.5
TOWNSHIP,69.9
KISOKO,23.3
NAMBALE,32.7
SIEKUNYA,13.9
WALATSI,35.1
KHWIRALE,20.7
MUSOKOTO,14.4
SAMIA,262.4
FUNYULA,262.4
AGENGA,44.8
AGENGA,13.7
BUKIRI,8.3
OJIBO,10.9
SIGALAME,11.9
BWIRI,62.4
BUSEMBE,11.9
BUSIJO,10.5
HAKATI,19.9
NAMUDURU,20.1
NAMBOBOTO,36.5
BULOMA,7.5
LUANDA,9.9
MUDOMA,5.3
NAMBOBOTO,4.2
NYAKHOBI,9.6
NAMBUKU,31.6
GANJALA,7.3
LUDACHO,7.2
LUGALA,5.5
MANGO,5.1
SIBINGA,6.5
NANGOSIA,27.8
BUKHULUNGU,9.5
LUCHULULO,4.6
SIGULU,6.9
SIREKERESI,6.9
NANGUBA,36
BUJWANGA,13.4
NANDEREMA,12.2
RUMBIYE,10.4
ODIADO,23.2
BUDALANGA,3.5
KABWODO,4.7
ODIADO,8.1
WAKHUNGU,6.9
TESO NORTH,261
AMAGORO,110.8
AKADETEWAI,5
KOMIRIAI,1.3
OLOBAI,1.1
TOWNSHIP,2.6
AMAGORO,12
AMAGORO,6.7
IKAPOLOK,5.4
AMONI,9.5
AKIRIAMASIT,5
KAJEI,4.5
KAMOLO,20.8
KAMOLO,6
KODEDEMA,5.5
ONYUNYUR,9.3
KAMURIAI,7.7
KORISAI,4.5
OSASAME,3.2
KOCHOLIA,15.4
KENGATUNYI,4.8
KOCHOLIA,4.8
KOTEKO,5.8
KOKARE,13
KIRIKO,4.8
KOKARE,8.3
OKULEU,13.9
KAKOLI,8.3
OKULEU,5.6
OSAJAI,13.4
KORURUMA,6.2
ONYUNYUR,7.3
ANGURAI,150.2
ABOLOI,16
AEDOMORU,5.1
AKACHACHAT,7.2
MWARI,3.7
ANGURAI,25.2
ADANYA,4.5
CHELELEMUK,8.1
KATOTOI,6.3
KAKURIKIT,6.3
CHAMASIRI,12.4
CHAMASIRI,5.6
KAKEMER,6.8
CHANGARA,16
AKOBWAIT,4.7
ATERAIT,7.6
CHANGARA,3.6
KAKAPEL,21.9
KAKAPEL,14.2
KEKALET,7.8
KATAKWA,18.4
AKOLONG,6.4
KATELEPAI,3.1
RWATAMA,8.9
KOLANYA,10.5
ALOETE,5.1
KOLANYA,5.4
MODING,29.9
ADUMAI,6.7
APOKOR,8.2
KOLAIT,5.8
MODING,9.2
TESO SOUTH,302.9
AMUKURA,162.3
AKOREET,23.2
ADEREMA,6.2
AKOREET,9.1
OKOOK,7.8
AMUKURA,13
AMUKURA,4.5
ATURET,4.6
KOCHEK,3.9
APATIT,11.4
APATIT,6.5
MORUKAMOSING,4.9
AREMIT,19.6
AKIRIAMAS,5.8
ODIOI,6.7
OSURET,7.1
KALIWA,19.8
KALIWA,9.7
OKATEKOK,10.1
KAUJAKITO,33.2
APOKOR,13.7
KAMUNUOIT,11.7
KATELENYANG,7.8
KOTUR,16.3
KIDERA,7.3
KOTUR,9
KWANGAMOR,25.9
AKOBWAIT,9.5
KWANGAMOR,9.8
OKISIMO,6.6
CHAKOL,140.6
ANG'OROM,21.7
AGOLOT,3.7
ALUPE,12.6
AMERIKWAI,5.5
AMONG'URA,25.5
ALOMODOI,6.6
OBUUCUN,9
ONG'ARIAMA,10
ASING'E,30.4
ACIIT,5.4
ALUDEKA,12.3
NG'ELECHOM,12.8
OCHUDE,15.8
OLEPITO,7
OTIMONG,8.8
OKAME,18.5
ADUNGOSI,5.2
AMAASE,5.4
ONG'AROI,7.9
OKILUDU,9.6
OKILUDU,9.6
APEGEI,19
AKITES,7.4
ATERAIT,6.8
MORUKARISA,4.8
SIAYA,"2,529.70"
SIAYA,598.9
KAREMO,236.9
SIAYA TOWNSHIP,39.9
MULAHA,14.3
KARAPUL,10.9
NYANDIWA,14.7
EAST ALEGO,27.9
OLWA,7.9
UMALA,9.2
ULAFU,10.9
SOUTH ALEGO,114.9
PAP ORIANG,15.6
BAR OLENGO,20.6
RANDAGO,14.5
NYAJUOK,23.9
BAR OSIMBO,8.2
BARDING,7.7
MUR MALANGA,24.6
SOUTH EAST ALEGO,54.1
MASUMBI,18
BAR AGULU,12.7
MUR NGIYA,7.9
NYANGOMA KOGELO,15.5
BORO,190.3
CENTRAL ALEGO,88.6
KOYEYO,17.2
KOCHIENG A,9.2
KOCHIENG B,8.3
OJWANDOA,30.7
OJWANDOB,10.7
KAKUM-KOMBEWA,12.5
NORTH ALEGO,59.8
NYALGUNGA,11.8
NYAMILA,14.1
HONO,16.6
KOMOLO,17.3
SOUTH CENTRAL ALEGO,41.9
OBAMBO,15
KADENGE,26.9
URANGA,171.7
USONGA,63.9
SUMBA,35
NYADORERAA,13.2
NYADORERAB,15.7
SOUTH WEST ALEGO,66.3
SIGOMA URANGA,13.1
KAUGAGI UDENDA,13.3
KABURA UHUYI,7.1
KAUGAGI HAWINGA,17.8
GANGU,15
WEST ALEGO,41.4
KOMENYA KOWALA,9.8
KOMENYA KALAKA,10.3
MAHOLA ULAWE,6
KALKADA URADI,7.9
KODIERE,7.4
GEM,405.2
WAGAI,194.9
SOUTH GEM,63.2
KAMBARE,12.6
ONYINYORE,11.5
RERA,11.1
NDORI,14.5
GOMBE,13.6
SOUTH WEST GEM,32.5
KAUDHA WEST,8.7
KAUDHA EAST,12.3
KANYADET,11.5
WEST GEM,28.9
DIENYA WEST,10.4
DIENYA EAST,12.6
NGUGE,5.8
NORTH EAST GEM,27.4
WAGAI WEST,3.2
WAGAI EAST,5.4
URIRI,10.4
ULAMBA,8.4
NORTH WEST GEM,42.9
MALUNGA CENTRAL,6.3
MALUNGA WEST,8.9
MALUNGA EAST,3.2
ASAYI,13.3
SIREMBE,11.3
YALA,210.3
YALA TOWNSHIP,47.8
NYAMNINIA,10.7
JINA,9.4
BAR SAURI,7.2
ANYIKO,6.8
MARENYO,13.7
EAST GEM,48.6
URANGA,17.3
LIHANDA,15.3
RAMULA,16
NORTH GEM,61
MALANGA,14.4
LUNDHA,11.3
GOT REGEA,10.7
NYABEDA,6.6
NDERE,10.2
MALIERA,7.9
CENTRAL GEM,53
NYAWARA,5.4
NYANDIWA,13
GONGO,9.3
KAGILO,16.3
SIRIWO,9
UGENYA,323.5
UKWALA,182.8
UKWALA,52.5
DOHO WEST,5
DOHO EAST,6.4
SIRANGA,7.4
SIMUR,7.1
SIMUR EAST,5
SIMUR KONDIEK,7.1
YENGA,14.6
WEST UGENYA,31.2
SIFUYO EAST,5.1
SIFUYO WEST,3.3
MASAT EAST,16
MASAT WEST,6.8
NORTH WEST UGENYA,46.5
NDENGA,18.2
KARADOLO EAST,9.5
KARADOLO WEST,18.8
NORTH UGENYA,52.6
UYUNDO,12.7
SEGA,15.4
KAGONYA,15.3
NYALENYA,9.2
SIHAY,140.7
NORTH EAST UGENYA,89.6
LIGEGA,11.5
RAMUNDE,22
ANYIKO,10.6
LIGALA,10.8
SIHAY,12.5
JERA,13.4
NYAMSENDA,8.8
EAST UGENYA,51.1
KATHIENO A,15.7
KATHIENO B,19.9
KATHIENO C,15.4
UGUNJA,201
UGUNJA,127.9
CENTRAL UGENYA,38
AMBIRA,10
NGUNYA,11.5
UMALA,16.5
WEST UHOLO,34.1
UGUNJA,13
MAGOYA,10.5
NORTH RAMBULA,4.9
SOUTH RAMBULA,5.7
SOUTH UGENYA,55.8
RANGALA,12.3
SIMENYA,6.3
RUWE,4.5
YIRO EAST,13.7
YIRO WEST,15.8
UHUYI,3.2
SIGOMERE,73.1
EAST UHOLO,36.6
GOT OSIMBO,11.9
MADUNGU,9.2
MUNGAO,8.1
SIGOMERE,7.4
NORTH UHOLO,36.5
EAST ASANGO,4.6
WEST ASANGO,8.1
TINGARE EAST,12.1
TINGARE WEST,11.7
BONDO,598.8
MARANDA,204.7
BONDO TOWNSHIP,106.5
NYAWITA,39.6
AJIGO,24.1
BAR KOWINO,42.7
WEST SAKWA,31.5
MARANDA,8.5
USIRE,23
SOUTH WEST SAKWA,38.5
KAPIYO,21.3
UTONGA,17.2
NORTH SAKWA,28.2
BARCHANDO,12.3
ABOM,15.9
NYANGOMA,187.9
SOUTH SAKWA,75.2
GOT ABIERO,27.4
NYAGUDA,22.2
EAST MIGWENA,25.6
CENTRAL SAKWA,112.7
NYANGOMA,46.9
UYAWI,35.2
WEST MIGWENA,28.7
NDEDA OYAMO,1.9
USIGU,206.2
EAST YIMBO,81.1
NYAMONYE,43
OTHACH,19.7
PALA,18.3
WEST YIMBO,32
GOT AGULU,12.2
USENGE,19.8
CENTRAL YIMBO,57.5
GOT RAMOGI,34
USIGU,23.5
NORTH YIMBO,28.1
BAR KANYANGO,28.1
MAGETA,7.5
MITUNDU,2.5
MAHANGA,5
RARIEDA,402.4
MADIANY,222.3
EAST UYOMA,55.3
EAST KATWENGA,17.3
WEST KATWENGA,13.2
OCHIENGA,16.8
RAGENG'NI,8.1
CENTRAL UYOMA,47.6
KOBONG',12.9
MASALA,22.1
RACHAR,12.5
WEST UYOMA,63.7
KAGWA,12.9
KOKWIRI,24.1
NYABERA,26.7
SOUTH UYOMA,55.7
LIETA,21
NAYA,15.9
NDIGWA,18.8
RARIEDA,180.1
EAST ASEMBO,44.4
OMIA MALO,20
OMIA DIERE,12.4
OMIA MWALO,12
CENTRAL ASEMBO,54
MEMBA,20.9
NORTH RAMBA,18.9
SOUTH RAMBA,14.3
WEST ASEMBO,43.4
SIGER,31.4
MAHAYA,12
SOUTHASEMBO,38.3
NYAGOKO,25.6
AKOM,12.7
KISUMU,"2,085.40"
KISUMU EAST,141.6
WINAM,141.6
KAJULU EAST,18.8
KADERO,6.8
OKOK,3.5
GOT-NYABONDO,8.4
KAJULU WEST,21.9
WATHOREGO,8.5
KONYA,13.4
KOLWA CENTRAL,36.3
NYALUNYA,16
KASULE,20.3
KOLWA WEST,6.3
NYALENDAA,3.7
MANYATTA B,2.6
KOLWA EAST,58.4
BUOYE,21.1
MAYENYA,11.4
CHIGA,25.9
KISUMU CENTRAL,36.8
WINAM,36.8
TOWN,25.4
KALOLENI,2.1
BANDARI,8.2
SOUTHERN,5.1
NORTHERN,1.3
KANYAKWAR,8.6
KONDELE,5.6
MANYATTA 'A',2.4
MIGOSI,2
NYAWITA,1.3
NYALENDAB,5.7
NYALENDAB,5.7
KISUMU WEST,209
MASENO,87.9
WEST KISUMU,51.8
NEWA,9.3
LOWER KADONGO,9.4
UPPER KADONGO,12.2
SOUTH KAPUONJA,7.9
NORTH KAPUONJA,13
NORTH WEST KISUMU,36.1
EAST KARATENG',10.4
WEST KARATENG',8.5
SUNGA,8
MARERA,9.1
OTONGLO,69.4
SOUTH WEST KISUMU,52.5
OJOLA,17
OSIRI,18.5
KANYAWEGI,17
CENTRAL KISUMU,16.9
KORANDO A,9
KORANDO B,7.9
NYAHERA,51.7
NORTH KISUMU,29.5
BAR A,6.6
BAR B,8.9
NYAHERA,14
EAST KISUMU,22.2
KOGONY,12.1
DAGO,9.2
MKENDWA,0.9
SEME,267.7
KOMBEWA,267.7
NORTH CENTRAL SEME,46.3
KADERO,10.5
KATIENO EAST,8.2
KOWE NORTH,7.4
KOWE SOUTH,7.5
KATIENO WEST,12.7
OTWENYA,41.5
NORTH RATTA,15.3
EAST KOLUNJE,9.4
WEST KOLUNJE,8.9
SOUTH RATTA,7.9
EAST SEME,43.3
KIT MIKAYI,14.6
KOKER KAJULU,17.2
KAILA,11.5
WEST SEME,36.7
WEST RERU,11.5
EAST RERU,16.5
WEST NGERE,4.2
EAST NGERE,4.5
SOUTH CENTRAL SEME,55.7
LOWER KOMBEWA,11.1
EAST OTHANY,9.5
WEST OTHANY,7.2
UPPER KOMBEWA,9.8
EAST KANYADWERA,9.9
WEST KANYADWERA,8.3
SOUTH WEST SEME,44.2
NORTH ALUNGO,6.6
ANGONGA,6.9
WEST KADINGA,9.5
ALWALA,4.1
EAST KADINGA,10.9
SOUTHALUNGO,6.2
MUHORONI,657.5
MIWANI,328.5
OMBEYI,89.6
OBUMBA,21.4
KORE,13.3
RAMULA,20.9
IRRIGATION,15.8
KANGO,18.2
NYANGOMA,73.9
SIDHO EAST II,17.9
WANGAYAI,28.8
KAMSWA SOUTH,27.3
NORTH EAST KANO,59.8
KABAR EAST,16.1
KABAR CENTRAL,7.1
SIDHO EAST I,10.6
KAMSWA NORTH,7.1
WANGAYA II,12.7
KABAR WEST,6.1
MIWANI,105.2
MIWANI CENTRAL,32.6
MIWANI WEST,22.8
MIWANI EAST,32.3
MIWANI NORTH,17.6
MUHORONI,329
KORU,45.5
KORU CENTRAL,11
NYANDO,15.9
HOMALIME,18.6
CHEMELIL,97.2
CHEMELIL,28.4
NYANGORE,36.8
WEST SONGHOR,18.1
KIBIGORI,14
GOD NYITHINDO,30.6
TONDE,14.4
OREGO,16.2
MUHORONI,26.6
MUHORONI EAST,1.8
OWAGA,24.7
TAMU,82.9
EAST SONGHOR,26.7
UPPERTAMU,12.2
LOWER TAMU,19.4
GOD ABUORO,24.7
FORT-TERNAN,46.2
KANDEGE,20
OCHORIA,26.2
NYANDO,446.1
KADIBO,165
KAWINO NORTH,30.9
KOLAL,6.4
KAPIYO,3.1
KABONYO IRRIGATION,21.5
KAWINO SOUTH,19.6
KADHIAMBO,10
KWAKUNGU,3.4
NDURU,1
UGWE,5.2
KOCHIENG' WEST,15.4
NORTH NYAMWARE,9.3
SOUTH NYAMWARE,6.1
KOCHIENG' EAST,29.2
OKANA,14.8
RABUOR,14.4
KOBURA,17.1
MASOGO,9.8
LELA,7.3
BWANDA,10.5
UPPER BWANDA,5.8
CENTRAL BWANDA,4.7
KATHO,12.5
KOTIENO,8.3
KAMAGOYA,4.3
KANYAGWAL,29.7
OGENYA,23.5
ANYURO,6.2
NYANDO,281.1
AWASI,73.3
BORDER II,20.7
AYUCHA,9
BORDER I,23.2
WANG'ANGA,20.5
KAKOLA,35.7
KAKOLA AHERO,9.3
KAKOLA OMBAKA,20.2
TURA,6.2
EAST KANO,48.2
KATOLO,36.3
ACHEGO,11.9
KACHOGO,16.8
KACHOGO CENTRAL,2.5
KACHOGO NORTH,6.7
KACHOGO SOUTH,7.6
ONJIKO,37.1
KAKMIE,23.4
KOBONGO,13.7
WAWIDHI,70.1
AYWEYO,35.9
NYAKONGO,9.8
MAGINA,24.4
NYAKACH,326.7
UPPER NYAKACH,100.9
SOUTH WEST NYAKACH,25.1
WEST KADIANGA,25.1
SOUTH NYAKACH,16.8
SIANY,16.8
OBOCH,24.8
GARI,8.1
KAJIMBO,16.7
SIGOTI,7.4
RAMOGI,7.4
SOUTH EAST NYAKACH,11.9
EAST KADIANGA,11.9
KOGUTA,15
KOGUTA EAST,15
LOWER NYAKACH,115.2
NORTH NYAKACH,17.7
GEM RAE,11.9
GEM NAM,5.8
RANGUL,13.7
KASAYE,1.5
WASARE,12.3
EAST NYAKACH,4.1
KANDARIA,3.3
MICHURA,0.8
PAP ONDITI,26.4
EAST KABODHO,11.2
MORO,8.7
OLEMBO,6.5
CENTRAL NYAKACH,10.2
JIMO WEST,7.2
OLWALO,3
KABODHO WEST,12.8
WEST KABODHO,12.8
NYALUNYA,11.4
NORTH KABODHO,11.4
ASAO,11.5
RARIEDA,5.1
LISANA,6.4
AGORO WEST,4.2
AGORO WEST,4.2
KANDARIA WEST,3.2
WEST KANDARIA,3.2
NORTH NYAKACH,38.2
NORTH EAST NYAKACH,17.2
AGORO EAST,10.1
AWACH,7.1
JIMO EAST,11.9
JIMO EAST,11.9
AGORO WEST,9.2
ATOYIENGO,9.2
WEST NYAKACH,72.4
BOLO,13.7
UPPER KADIANGA,10.1
KAJIMBO RACHIER,3.6
THURDIBUORO,20.2
KOGUTA WEST,9.1
CENTRAL KOGUTA,11.1
WEST NYAKACH,17.5
NYONGONGA,8
LOWER KADIANG'A,9.5
ANDINGO KASAYE,21
ANDINGO OPANGA,21
HOMA BAY,"3,152.50"
HOMA BAY,182
ASEGO,182
ARUJO,13.6
ARUJO,13.6
EAST KANYADA,15.4
KOBUOLA/ KOGWANG,15.4
HOMA BAY TOWN,8.2
HOMA BAY TOWNSHIP,2.6
ASEGO,5.6
KALANYA KANYANGO,31.2
KALANYA KANYANGO,31.2
KANYABALA,38.3
NORTH KANYABALA,24.8
SOUTH KANYABALA,13.6
KANYACH KACHAR,25.5
KANYACH KACHAR,25.5
KOTHIDHA,30.4
KOTHIDHA,30.4
WEST KANYADA,19.4
KATUMA,12.2
KOTIENO,7.2
NDHIWA,713.5
KOBODO,101.5
KAJWANG,33.2
GOYO,16.1
KAJWANG,17.1
NORTHEAST KANYAMWA,18.5
EAST KOCHIENG,9.4
WEST KOCHIENG,9
SOUTH KANYAMUA,16.1
KACHOLA,16.1
SOUTH EAST KANYAMWA,11
KADWET,11
NORTH KANYAMWA,22.6
KAKAETA,9.4
KOMUNGU,13.2
KOBAMA,143.9
CENTRAL KWABWAI,14.3
NYAMOS,8
RATANGA,6.4
EAST KWABWAI,32.9
KACHUTH,13.9
KAMDAR KAWANGA,7.6
KITIRO,11.4
NORTH KWABWAI,26.9
NORTH KADONDO,7.3
WACHARA,19.6
RACHAR,17
RACHAR,17
SOUTHWEST KWABWAI,23.7
KASIRIME,23.7
WEST KWABWAI,29
KADHOLA,20.2
KASIRIME KAWANGA,8.8
RIANA,126.9
CENTRAL KABUOCH,24.4
KARADING,24.4
EAST KABUOCH,39.7
KAWERE,9.5
KAWUOR,15
KONYANGO,15.2
NORTH KABUOCH,18.5
KACHWANYA,10.3
KONYANGO,8.2
WEST KABUOCH,21.6
EAST KACHIENG,21.6
WEST KACHIENG,22.6
WEST KACHIENG,22.6
NDHIWA,147
CENTRAL KANYAMWA,24.5
LOWER KWANDIKU,9.4
UPPER KWANDIKU,15.1
EAST KANYAMWA,47.7
LOWER KABONYO,12.8
UNGA,7.9
UPPER KABONYO,26.9
LOWER KAYAMBO,18.2
LOWER KAYAMBO,18.2
UPPER KAYAMBO,34
UPPER KAYAMBO,34
WEST KANYAMWA,22.6
LOWER KWAMO,10.5
UPPER KWAMO,12.2
NYARONGI,93.6
CENTRAL KANYADOTO,16.4
NORTH KAGANDA,4.9
RAPEDHI/WANJAWA,3.4
SOUTH KAGANDA,8.1
NORTH KANYIEKELA,14
OLASI,8
ONGARO,6
SOUTH KANYIKELA,18.3
SOUTH KANYIKELA,18.3
WEST KANYADOTO,44.9
NORTH KABURA,10
ODHIAMBO RAMBO,9.9
SOUTH KABURA,25.1
PALA,100.7
KAMENYA,17.9
KAMENYA,17.9
KOBITA,36.7
KOBITA,36.7
KOGUTA,31.8
BOYA,14.1
OGANDI,17.7
SOUTH KABUOCH,14.3
KAGURIA,14.3
RACHUONYO NORTH,435.4
EAST KARACHUONYO,162
CENTRAL KARACHUONYO,18.3
KOGEMBO,5.5
KOGWENO KAWUOR,12.7
KAMSER NYAKONGO,18.5
KAMSER 'A',8
KAMSER 'B',4.7
KODONDI,5.8
KANYALUO EAST,12.8
KOWUOR EAST,9.1
KOWUOR WEST,3.8
KOGWENO ORIANG,18.5
KOGWENO ORIANG EAST,9
KOGWENO ORIANG WEST,9.5
NORTH EAST KARACHUONYO,24.1
KONYANGO,7.7
KONYANGO MAJIERI,4.1
KOTIENO,10.5
LOWER KAKWAJUOK,1.8
NORTH KARACHUONYO,21
KANYADHIANG',8
LOWER KAKWAJUOK,2.4
UPPER KAKWAJUOK,10.6
SOUTH KANYALUO,35.3
CENTRAL KAMENYA,10.9
NORTH KAMENYA,11.1
SOUTH KAMENYA,13.3
WEST KANYALUO,13.6
KOBILA,6.6
KOMUOYO,7
WANG'CHIENG,91.3
KARABONDI,15.6
KARABONDI EAST,6.1
KARABONDI WEST,9.4
KOBUYA,22.5
KOBUYA EAST,16
KOBUYA WEST,6.5
RAMBIRA,15.8
KAGWA,5.9
KAMSER-SEKA,9.9
WANG'CHIENG,37.4
KAJIEI,14.3
KAMWALA,5.3
KOBALA,12.4
RAKWARO,5.4
WEST KARACHUONYO,182.2
EAST KAKDHIMU,11.7
KALWAL,3.3
KAMUGA,4.1
KAWITI,4.3
KANAM 'A',21.4
KANYADENDA,3.5
KOGUTA,7.2
KOWUOR,10.6
KANAM 'B',17.9
KANYANGO,6.5
RABUOR,11.4
KANJIRA,18.9
KADIK,6.7
KAMWANIA,2.6
KOCHOLA,5.1
KOKIDI,4.6
KANYIPIR,13
KODERO,8.9
KOWILI,4.1
KOBIERO,8.8
WAGWE NORTH,4.3
WAGWE SOUTH,4.5
KOKOTH KATAA,29.8
KOKOTH B,24.2
KOREDO,5.6
KOKOTH KATENG,10.8
KAKOKO,5.7
KOYUMBRE,5
KOYUGI,25.4
KAMUGA,4.1
KATONDE,7.4
KOJWANG,10.7
OUKO ONDENGE,3.2
WADHGONE NYONGO,11.2
KANYONGO,3
KAWADHGONE,8.2
WEST KAKDHIMU,13.3
KAYOO CENTRAL,2
KAYOO EAST,2.8
KAYOO WEST,8.5
RACHUONYO EAST,250.9
KABONDO,144.8
ATELA,9.3
KODUMO EAST,9.3
KASEWE,29.5
KASEWE 'A',15
KASEWE 'B',14.6
KAWUOR,32.1
KODHOCH EAST,6.6
KOWIDI,6.9
MIRIU,18.5
KODOCH WEST,16.3
LOWER KODHOCH WEST,8
UPPER KODHOCH WEST,8.2
RAMBA,30.2
KAKANG'UTU WEST,15.8
KODUMO WEST,9.9
KILUSI,4.6
WANG'CHIENG,23.7
KAKANG'UTU EAST,12.1
RONGO PALA,11.7
RAMULA,3.7
KOWIDI WEST,1.9
KAKUMU,1.8
KASIPUL EAST,106.1
KAKELO,42.2
KAKELO DUDI,15
KAKELO KAMROTH,27.2
KOJWACH,25.8
KAMUGA,11.8
KAWERE,4.9
KOJWACH KAMIORO,9.1
KOJWACH EAST,9.2
KOJWACH EAST,9.2
KOKWANYO EAST,14.8
KOKWANYO EAST,14.8
KOKWANYO WEST,14
KOKWANYO WEST,14
RACHUONYO SOUTH,256.1
CENTRAL KASIPUL,72.7
KACHIEN NORTH,16
KACHIEN NORTH,16
KACHIEN SOUTH,9.2
KACHIEN SOUTH,9.2
NORTH KAMAGAK,47.5
KAWERE EAST,15.4
KAWERE WEST,12.7
NYALENDA,19.4
OYUGIS,61
EAST KAMAGAK,18.8
KACHIENG,18.8
OYUGIS TOWN,4.7
OYUGIS TOWN,4.7
SINO KAGOLA,19.5
SINOKAGOLA,19.5
WEST KAMAGAK,18
KAMUMA,8.9
OBISA,9.1
WEST KASIPUL,122.3
KODERA NORTH,22.1
KAMIYAWA,5.5
KASIRE KOGELO,10
KOPIYO KALANDING,6.5
KODERA SOUTH,39.2
KADEL/KAMIDIGO,24.2
KARABACH,15
KOKECH,21
KASIMBA,4.8
KAWINO,16.2
KONUONGA,23.8
KOTIENO KOCHICH,10.3
KOTIENO KONUONGA,13.5
KOWIDI,16.3
KANYANGO,9
KOKAL,7.3
RANGWE,274.1
NORTH NYOKAL,146.6
CENTRAL KOCHIA,32.2
KORAYO,12.4
KOWILI,19.8
EAST KAGAN,23.1
KANYARWANDA,9.7
KOMENYA,13.4
EAST KOCHIA,26.9
KAMENYA,26.9
GONGO,16.9
GONGO,16.9
KAGAN SOUTH,13.1
KAGAN SOUTH,13.1
WEST KAGAN,22.5
KANYIRIEMA,14.7
KOKOKO,7.8
WEST KOCHIA,11.9
KANAM,6.3
KAURA,5.6
RANGWE,127.5
EAST GEM,12.4
KOYOLO,12.4
GEM CENTRAL,21.2
KAJULU,21.2
GEM WEST,26.5
KAMAGAWI,10.3
KANYANJWA,16.2
GENGA,29.1
GENGA,29.1
KOMOLO,12.3
KOMOLO,12.3
KOTIENO,26
KOTIENO,26
SUBA NORTH,406.3
LAMBWE,134.7
LAMBWE EAST,79.1
NYAMAJI EAST,15.6
NYAMAJI WEST,16.6
RURI EAST,24.8
RURI WEST,22.1
LAMBWE WEST,55.6
GOD JOPE,31.7
OGONGO,23.9
MBITA,162.5
GEMBE CENTRAL,46.3
KAMRERI EAST,24.5
KAMRERI WEST,21.8
GEMBE EAST,45.1
KAYANJA,14.2
NGODHE,7.8
USAO,10.4
WAONDO,12.7
GEMBE WEST,71.1
KASGUNGA CENTRAL,27.5
KASGUNGA EAST,21.3
MBITA TOWNSHIP,22.3
MFANGANO,66.2
MFANGANO EAST,9.5
WAKINGA,9.5
MFANGANO NORTH,16
SOKLO NORTH,4
WAWARE,12
MFANGANO SOUTH,11
WAKULA SOUTH,11
MFANGANO WEST,29.7
SOKLO SOUTH,7.2
WAKULA NORTH,22.5
RUSINGA,42.9
RUSINGA EAST,18.6
WAWARE NORTH,11.4
WAWARE SOUTH,7.3
RUSINGA WEST,24.3
KAMASENGERE EAST,6.5
KAMASENGERE WEST,4.9
KASWANGA,6
WANYAMA,6.9
SUBA SOUTH,634.1
CENTRAL,197.2
KAKSINGIRI EAST,60.3
SUMBA EAST,27.5
SUMBA WEST,32.8
KAKSINGIRI CENTRAL,25.4
NYAMARANDI,12.3
SINDO,13
KAKSINGIRI WEST,76.5
NYAMRISRA,18.8
RANG'WA EAST,39.5
RANG'WA WEST,18.2
RUMA,35.1
NYADENDA,13.4
NYATOTO,21.8
GWASSI,317.5
GWASSI CENTRAL,74.3
KIABUYA,17.5
MAGUNGA,12.3
NYANCHA,13.8
SAMBA,30.7
GWASSI EAST,70.6
KIBWER,35.3
SEKA,35.3
GWASSI NORTH,68.3
KISAKU,17
KITAWA,19.4
MALONGO,8
NYAGWETHE,15.6
UTERERE,8.3
GWASSI SOUTH,55.5
LWALA,36.7
OWICH,18.8
GWASSI WEST,48.9
NYANDIWA,18
TONGA,30.9
RUMA GAME PARK,119.3
RUMA GAME PARK,119.3
RUMA GAME PARK,119.3
